word,keyword,spiderId,originText,Relevance,Importance,Sentiment,Dimension,Reason
很甜,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",10,9,8,口感,用户评论经常提及荔枝的口感
柔软,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",10,9,8,口感,用户评论经常提及荔枝的口感
多汁,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",10,9,8,口感,用户评论经常提及荔枝的口感
冰冻果肉,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",10,9,8,口感,用户评论经常提及荔枝的口感
海南,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",10,7,8,品种,用户提到了很多产地，表明了对品种的关注
茂名,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",10,7,8,品种,用户提到了很多产地，表明了对品种的关注
东莞,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",10,7,8,品种,用户提到了很多产地，表明了对品种的关注
增城,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",10,7,8,品种,用户提到了很多产地，表明了对品种的关注
白糖罂,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",8,6,7,配料,用户提及了荔枝的配料，如白糖罂、桂味等
桂味,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",8,6,7,配料,用户提及了荔枝的配料，如白糖罂、桂味等
糯米糍,白糖罂荔枝,1,"有没有和我一样喜欢荔枝的小伙伴～
	
一到这个季节就要炫不停～
	
妃子笑，白糖罂，桂味，糯米糍…
	
海南，茂名，东莞，增城…
	
不挑口味不挑产地，就是造！
	
??：奥之心 OM-1，老蛙50mm f/2.8 macro
	
#m43相机[话题]# #学文映像日常分享[话题]# #奥之心[话题]# #荔枝[话题]# #白糖罂荔枝[话题]# #
喜欢冰冻了的果肉[萌萌哒R]
去年家里后院种的桂味[doge][请升级到App最新版本查看图片评论]
甜
我也喜欢吃！[派对R]
中午刚造完。天然冰淇凌！",8,6,7,配料,用户提及了荔枝的配料，如白糖罂、桂味等
甜蜜蜜,白糖罂荔枝,1,"#荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# 一大盆白白胖胖的！好爽好开心！！！
多少钱一斤？
羡慕，广西人没吃到[哭惹R]
应该是海南荔枝
小心上火，荔枝可热气了[笑哭R]
广西人，看到已经腻了[doge][doge][doge]
等6月10塊錢3斤桂味[偷笑R]",10,9,8,甜度,荔枝通常因其甜度而备受关注
甜上心头,白糖罂荔枝,1,"#荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# 一大盆白白胖胖的！好爽好开心！！！
多少钱一斤？
羡慕，广西人没吃到[哭惹R]
应该是海南荔枝
小心上火，荔枝可热气了[笑哭R]
广西人，看到已经腻了[doge][doge][doge]
等6月10塊錢3斤桂味[偷笑R]",10,9,8,甜度,荔枝通常因其甜度而备受关注
爽口,白糖罂荔枝,1,"#荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# 一大盆白白胖胖的！好爽好开心！！！
多少钱一斤？
羡慕，广西人没吃到[哭惹R]
应该是海南荔枝
小心上火，荔枝可热气了[笑哭R]
广西人，看到已经腻了[doge][doge][doge]
等6月10塊錢3斤桂味[偷笑R]",9,8,9,口感,荔枝的口感令人难忘
好开心,白糖罂荔枝,1,"#荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# 一大盆白白胖胖的！好爽好开心！！！
多少钱一斤？
羡慕，广西人没吃到[哭惹R]
应该是海南荔枝
小心上火，荔枝可热气了[笑哭R]
广西人，看到已经腻了[doge][doge][doge]
等6月10塊錢3斤桂味[偷笑R]",9,8,9,口感,荔枝的口感令人难忘
多少钱,白糖罂荔枝,1,"#荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# 一大盆白白胖胖的！好爽好开心！！！
多少钱一斤？
羡慕，广西人没吃到[哭惹R]
应该是海南荔枝
小心上火，荔枝可热气了[笑哭R]
广西人，看到已经腻了[doge][doge][doge]
等6月10塊錢3斤桂味[偷笑R]",8,7,6,价格,有关荔枝价格的讨论非常普遍
海南,白糖罂荔枝,1,"#荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# 一大盆白白胖胖的！好爽好开心！！！
多少钱一斤？
羡慕，广西人没吃到[哭惹R]
应该是海南荔枝
小心上火，荔枝可热气了[笑哭R]
广西人，看到已经腻了[doge][doge][doge]
等6月10塊錢3斤桂味[偷笑R]",7,6,7,产地,人们通常关注荔枝的产地
广西,白糖罂荔枝,1,"#荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# 一大盆白白胖胖的！好爽好开心！！！
多少钱一斤？
羡慕，广西人没吃到[哭惹R]
应该是海南荔枝
小心上火，荔枝可热气了[笑哭R]
广西人，看到已经腻了[doge][doge][doge]
等6月10塊錢3斤桂味[偷笑R]",7,6,7,产地,人们通常关注荔枝的产地
小心上火,白糖罂荔枝,1,"#荔枝[话题]# #白糖罂[话题]# #白糖罂荔枝[话题]# 一大盆白白胖胖的！好爽好开心！！！
多少钱一斤？
羡慕，广西人没吃到[哭惹R]
应该是海南荔枝
小心上火，荔枝可热气了[笑哭R]
广西人，看到已经腻了[doge][doge][doge]
等6月10塊錢3斤桂味[偷笑R]",6,5,3,上火,许多用户提到荔枝容易上火
高品质有实惠,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",8,9,7,品种,用户询问，想要更好的品种
白糖罂,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",8,9,7,品种,用户询问，想要更好的品种
桂味,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",8,9,7,品种,用户询问，想要更好的品种
糯米糍,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",8,9,7,品种,用户询问，想要更好的品种
仙进奉,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",8,9,7,品种,用户询问，想要更好的品种
净重五斤,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",7,8,6,重量,用户关注重量，希望得到净重五斤
现摘现发,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",7,8,6,重量,用户关注重量，希望得到净重五斤
多余枝叶都去掉,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",7,8,6,重量,用户关注重量，希望得到净重五斤
白菜价,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",7,10,3,价格,用户关注价格，觉得贵且吃不起
15块钱一斤的白菜我真是吃不起,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",7,10,3,价格,用户关注价格，觉得贵且吃不起
这个价格就没必要宣传白菜价了吧,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",7,10,3,价格,用户关注价格，觉得贵且吃不起
贵得不敢吃,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",7,10,3,价格,用户关注价格，觉得贵且吃不起
吃不起,白糖罂荔枝,1,"老爸种了一片山头荔枝，可以说去年快要挂掉的，今年都挂满沉甸甸的果了[捂脸R]
在小红书卖荔枝半个多月，谢谢小姐姐的信任，白糖罂荔枝不会让您失望[蹲R][喝奶茶R]
#荔枝[话题]# 都是现摘现发，保证不泡水，确保净重五斤，不是带包装的，多余枝叶都给小姐姐去掉发货[蹲R]
	
真心想把老爸种的高品质有实惠的老树荔枝，带给在城里的小姐姐??[蹲R]
我家有白糖罂，桂味，糯米糍，还有仙进奉荔枝??
	
小姐姐喜欢哪个品种多一点呢??跟我说下哦，会在荔枝品质佳，给您摘大果[偷笑R][蹲R]
#白糖罂荔枝[话题]# #大爱水果季[话题]# #白菜价[话题]# #高端荔枝[话题]# #最爱吃的水果[话题]#
15块钱一斤的白菜我真是吃不起
这个价格就没必要宣传白菜价了吧，这不是正常价格吗[汗颜R][汗颜R][汗颜R]
说着卖不完，实则没得卖 无语了
昨天买了两斤70多[笑哭R]
倒是发货啊。。。
我在广东，不要被骗了妃子笑特别难吃 据我所知每年这个时候还不是荔枝冬季
买不到 根本买不到 ，贵得不敢吃
白糖罂是大核还是小核
吃不起，根本吃不起[笑哭R][笑哭R]
啥时候开始发货呀",7,10,3,价格,用户关注价格，觉得贵且吃不起
纯甜,白糖罂荔枝,1,"论早期的荔枝口感谁好？首推白糖罂荔枝！口感纯甜，满满的果肉！
#新发地水果自由[话题]# #新发地水果[话题]# #白糖罂荔枝[话题]# #荔枝[话题]# #水果[话题]# #每日水果[话题]# #大爱水果季[话题]# #新鲜水果[话题]#",10,9,8,口感,白糖罂荔枝口感纯甜且果肉饱满
